shelfmark,headline,summary,url,image_soup,image_server_base_url,image_rel
"St. Gallen, Stiftsbibliothek, Cod. Sang. 247",Parchment · 302 pp. · 29.5-30 x 23.5-24 cm · St. Gall · around 860,"A copy of the most important source for the history of the English people, the Historia Ecclesiastica Gentis Anglorum, produced in about 860 in the abbey of St. Gall, still it its original Carolingian binding. A short biographical sketch about Bede and a list of his works are appended.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0247,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0247/csg-0247_002.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0247/csg-0247_002.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0247/csg-0247_002.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 248",Parchment · 226 ff. · 28.8-29.3 x 20.8-21.8 cm · Laon in northern France · middle of the 9th century (pp. 3–82) / 9th century (?) (pp. 83-98) / 9th or 11th century (pp. 99-148) / 9th century or 11th-12th centuries (pp. 149-212),"Natural history (scientific) manuscript compilation, written by various scribes, mostly around the year 850, in the area of Laon in northern France. The codex contains, among other items, Boetheus's De arithmetica, a computational treatise incorrectly attributed to the English scholar the Venerable Bede († 735), and De temporum ratione as well as selections from De natura rerum and De temporibus, all true works of the Venerable Bede.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0248,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0248/csg-0248_003.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0248/csg-0248_003.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0248/csg-0248_003.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 249",Parchment · 92 pp. · 26.3 x 17.5-18 cm · St. Gall · beginning of the 9th century,"A copy of several tracts on orthography, written in about 800 at the Abbey of St. Gall. This manuscript contains, among other items, a copy of the tract De orthographia by Alcuin of York, based on the work of the same name by the Venerable Bede, as well as orthographical tracts by the Gallic bishop Agroetius (5th century) and the Roman grammarian Flavius Caper (2nd century).               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0249,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0249/csg-0249_001.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0249/csg-0249_001.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0249/csg-0249_001.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 250",Parchment · 645 pp. · 24.7 x 18 cm · St. Gall · last quarter of the 9th century,Collection of Astronomical-computistical tables and charts with high-quality pen drawings of the constellations.               (smu),https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0250,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0250/csg-0250_480.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0250/csg-0250_480.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0250/csg-0250_480.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 251",Parchment · 186 pp. · 36.5 x 26 cm · St. Gall · 9th century,"Copies of assorted works of natural history by the Venerable Bede (De natura rerum; De temporum ratione; the closing portion of De temporibus), produced as early as the 9th century in the Cloister of St. Gall. In addition, this codex contains, among other items, computistic and calendar texts and tables, and at the end, schematic diagrams of the organization of the scientific disciplines as well as quill tests.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0251,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0251/csg-0251_006.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0251/csg-0251_006.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0251/csg-0251_006.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 252",Parchment · 206 pp. · 32.2-32.5 x 20.6-21.2 cm · St. Gall · beginning of the 9th century,This copy of the commentary of the Venerable Bede (d. 735) on the seven Canonical Letters is significant to textual history; it was produced during the 9th century at the Abbey of St. Gall.               (smu),https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0252,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0252/csg-0252_002.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0252/csg-0252_002.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0252/csg-0252_002.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 253",Parchment · 333 pp. · 26.4-26.6 x 17.5-18 cm · St. Gall · beginning of the 9th century,"A copy of the commentaries of the Venerable Bede (d. 735) on the Old Testament books of Tobias, Ezra and Nehmiah, produced in the first half of the 9th century at the Abbey of St. Gall.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0253,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0253/csg-0253_004.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0253/csg-0253_004.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0253/csg-0253_004.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 254",Parchment · 256 pp. · 29 x 23 cm · St. Gall · around 860,"A redaction by the Anglo-Saxon Joseph Scottus, written in about 860. Appended is the oldest known surviving copy of the letter of Cuthbert, student of the Venerable Bede, to his friend Cuthwin, relating the story of the death of Bede in the year 735. This account incorporates the Old English Death Song by Bede, Fore there neidfaerae ..., in the oldest known version in Bede's own Northumbrian dialect. The manuscript still retains its original Carolingian binding.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0254,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0254/csg-0254_002.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0254/csg-0254_002.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0254/csg-0254_002.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 255",Parchment · 424 pp. · 24 x 17.5 cm · St. Gall · 9th century,"A manuscript compilation of the shorter version of the Book of Genesis by the Venerable Bede (d. 735), together with the work Contra Iudaeos by Isidore of Seville, the letter De mansionibus filiorum Israhel (Epistula 78) by the church father Jerome, and a copy of the first and second Old Testament books of Maccabees, produced in the 9th century, probably in the Abbey of St. Gall. A noteworthy initial capital appears on page 232.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0255,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0255/csg-0255_001.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0255/csg-0255_001.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0255/csg-0255_001.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 256",Parchment · 342 pp. · 28.8 x 21.8-22 cm · St. Gall · 9th century,"A copy of the commentary on the Gospel of Mark by the Venerable Bede (d. 735), produced in the Abbey of St. Gall in the 9th century.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0256,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0256/csg-0256_007.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0256/csg-0256_007.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0256/csg-0256_007.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 257",Parchment · 227 pp. · 30.5-31 x 20.5 cm · St. Gall · first half of the 9th century,This copy of the commentary of the Venerable Bede (d. 735) on the Gospel of Mark is significant to textual history; it was produced during the 9th century at the Abbey of St. Gall.               (smu),https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0257,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0257/csg-0257_005.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0257/csg-0257_005.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0257/csg-0257_005.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 258",Parchment · 205 pp. · 23.8-24 x 15.9-16.7 cm · possibly produced in the vicinity of Reims · middle of the 9th century,"The commentary on the Gospel of John by Alcuin of York (k. 804), possibly produced in the vicinity of Reims during the mid-ninth century.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0258,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0258/csg-0258_005.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0258/csg-0258_005.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0258/csg-0258_005.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 259",Parchment · II + 303 pp. · 27 x 17-17.5 cm · St. Gall (?) · 8th-9th century,This copy of the commentary on the Apocalypse and the Acts of the Apostles by the Venerable Bede (d. 735) is significant to textual history. It was produced in the Abbey of St. Gall in about 800.               (smu),https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0259,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0259/csg-0259_002.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0259/csg-0259_002.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0259/csg-0259_002.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 260",Parchment · 392 pp. · 23.8-23.9 x 17.1-17.6 cm · St. Gall · second half of the 9th century,"This manuscript contains copies of the commentaries on the Acts of the Apostles and the Apocalypse by the church father the Venerable Bede (d. 735), with pen tests, a note identifying the scribes (Wichram und Hartpert), and numerous glosses (most in the hand of the monk Ekkehart IV.). This copy was produced in the second half of the 9th century in the Abbey of St. Gall and includes a scribe's verse by the monk Wichram at the end of the manuscript.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0260,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0260/csg-0260_003.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0260/csg-0260_003.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0260/csg-0260_003.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 261",Parchment · 276 pp. · 23.3-23.4 x 15.4-15.7 cm · St. Gall · 9th century,"The oldest surviving manuscript of an anonymous commentary on the Psalms, Eglogae tractatorum in psalterium, of Irish provenance, written in a Carolingian influenced Allemannic minuscule script in about 820 in the Abbey of St. Gall. This codex also contains a copy of the commentary by the Venerable Bede (d. 735) on the Canonical Letters and copies of two letters by the church father Jerome (347-420).               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0261,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0261/csg-0261_003.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0261/csg-0261_003.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0261/csg-0261_003.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 262",Parchment · 329 pp. · 15.5-15.6 x 12.5-12.6 cm · St. Gall · around 900,"A copy of the commentary by the Venerable Bede (d. 735) on the Canonical Letters, produced in about 900 at the Abbey of St. Gall.               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0262,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0262/csg-0262_003.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0262/csg-0262_003.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0262/csg-0262_003.jp2/full/pct:25/0/default/jpg
"St. Gallen, Stiftsbibliothek, Cod. Sang. 263",Parchment · II + 220 + II pp. · 18 x 14.5 cm · St. Gall · first half of the 9th century,"A collection of assorted poetical works from the 8th and the early 9th centuries produced in the first half of the 9th century at the Abbey of St. Gall. This volume contains the Carmen de miraculis Sancti Cuthberti by the Venerable Bede ( d. 735), the works De laude virginum und De octo principalibus vitiis by Aldhelm of Malmesbury (d. 709), and letters in verse form exchanged between Bishop Theodulf of Orleans (d. 821) and Bishop Modoin of Autun (d. ca. 840/43).               (smu)",https://www.e-codices.unifr.ch/en/searchresult/list/one/csg/0263,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""csg/csg-0263/csg-0263_002.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/csg/csg-0263/csg-0263_002.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/csg/csg-0263/csg-0263_002.jp2/full/pct:25/0/default/jpg
